person_number,pid,level,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,attainquota
696,33102,Junior,Operations,Central,3363,1539,0.24295379,2371,1283,992,256,NA
697,33103,Junior,Marketing,Central,15775,2202,0.43708158,12549,1899,3226,303,NA
698,33104,Junior,R&D,Central,2919,233,0.17795481,1757,221,1162,12,NA
699,33106,Junior,Marketing,Central,19911,5918,0.6666379,11883,4648,8028,1270,NA
700,33107,Junior,R&D,Central,2237,953,0.47365838,2085,860,152,93,NA
701,33109,Junior,Marketing,Central,5375,0,0.21432617,3117,0,2258,0,NA
702,33110,Junior,Operations,Central,3403,1048,0.11515871,2315,748,1088,300,NA
703,33111,Junior,G&A,Central,1408,759,0.16020225,1196,679,212,80,NA
704,33112,Junior,G&A,Central,5726,1178,0.36056644,4634,1053,1092,125,NA
705,33113,Junior,Marketing,Central,16183,1259,0.55492043,10821,1038,5362,221,NA
706,33114,MidLevel,R&D,Central,2994,2579,0.16813383,2206,2312,788,267,NA
707,33115,Junior,Operations,Central,1655,1227,0.16137719,1389,1146,266,81,NA
708,36006,Junior,Operations,East,2133,0,0.12042938,1785,0,348,0,NA
709,37513,Junior,Sales,East,2097,93,0.13779736,2033,84,64,9,126.05612
710,37516,MidLevel,G&A,East,5145,0,0.34409833,4177,0,968,0,NA
711,37517,Exec,Sales,East,12673,284,0.35236681,9589,254,3084,30,158.3419
712,37518,Exec,G&A,East,14944,0,0.4759247,12910,0,2034,0,NA
713,43158,MidLevel,Operations,East,11425,0,0.38567737,9419,0,2006,0,NA
714,44534,Junior,G&A,East,3785,0,0.19316788,3205,0,580,0,NA
715,44556,Junior,Operations,East,883,0,0.055343069,805,0,78,0,NA
716,44564,Junior,G&A,East,1252,0,0.11440168,1070,0,182,0,NA
717,44961,Junior,G&A,West,170,10,0.032032095,170,0,0,10,NA
718,45845,Junior,R&D,West,10533,1684,0.18191436,5203,1169,5330,515,NA
719,46505,Junior,Sales,East,12250,80,0.32189986,5738,65,6512,15,92.741646
720,47981,Junior,Operations,West,1480,293,0.046116777,1134,265,346,28,NA
721,48046,Junior,R&D,South,212,9,0.016376892,212,4,0,5,NA
722,50418,MidLevel,G&A,East,16502,0,0.43642962,11768,0,4734,0,NA
723,51634,Junior,R&D,Central,2423,1655,0.20790444,1899,1440,524,215,NA
724,51739,MidLevel,G&A,East,4950,0,0.37620184,4910,0,40,0,NA
725,56107,MidLevel,Sales,East,6189,385,0.33412132,3525,361,2664,24,128.98808
726,56112,MidLevel,Sales,East,4052,233,0.18960805,1914,218,2138,15,38.309734
727,60760,Junior,Sales,Central,5334,1163,0.30171183,3742,1013,1592,150,112.21138
728,60761,Junior,Sales,Central,6136,1317,0.28821042,3074,1138,3062,179,184.47835
729,60762,Junior,Sales,Central,4532,634,0.29658717,3032,555,1500,79,126.50299
730,60763,Junior,Sales,Central,2681,1353,0.25670469,2681,1184,0,169,158.3745
731,60765,Junior,Sales,Central,2108,99,0.26701307,2076,84,32,15,111.46959
732,60766,Junior,Sales,Central,1843,794,0.20967454,1257,692,586,102,121.38901
733,60767,Junior,Sales,Central,3530,1294,0.27551842,2994,1132,536,162,131.89073
734,61780,Junior,Sales,Central,16049,1554,0.9652198,12913,1344,3136,210,109.7356
735,61785,MidLevel,G&A,Central,11145,2270,0.57435268,8293,2040,2852,230,NA
736,74288,Junior,R&D,West,1871,404,0.10059517,1017,351,854,53,NA
737,74399,MidLevel,R&D,Central,17582.3,3271,0.47725177,10443,2827,7139.3,444,NA
738,76466,Junior,Marketing,East,1559,0,0.16007115,1557,0,2,0,NA
739,83272,Junior,Operations,West,6403,848,0.17277153,2991,722,3412,126,NA
740,83273,MidLevel,Operations,West,3803,0,0.25526986,2875,0,928,0,NA
741,83274,Junior,Operations,West,6333,2477,0.21819068,5815,2476,518,1,NA
742,83275,Junior,Operations,West,17285.3,1987,0.56062776,14364,1952,2921.3,35,NA
743,86309,Junior,Operations,East,991,2329,0.12136575,991,1834,0,495,NA
744,86310,MidLevel,Operations,Central,2552,1880,0.26722634,2552,1639,0,241,NA
745,86311,Junior,Operations,Central,5078,2451,0.39163661,3658,1801,1420,650,NA
746,86313,Exec,Operations,Central,11769,0,0.40450248,7807,0,3962,0,NA
747,86314,Exec,Operations,Central,8592,6094.4,0.4678821,7328,4396,1264,1698.4,NA
748,91342,MidLevel,R&D,West,13857,0,0.26789671,7915,0,5942,0,NA
749,94556,Junior,Sales,East,4771,380,0.18700093,3377,356,1394,24,151.41986
750,94607,MidLevel,G&A,East,6026,0,0.24925338,4944,0,1082,0,NA
751,94684,Junior,G&A,East,6538,0,0.25849187,3746,0,2792,0,NA
752,94815,Junior,Operations,Central,674,164,0.12163658,674,163,0,1,NA
753,94817,MidLevel,Operations,Central,2916,72,0.12347402,2570,71,346,1,NA
754,100827,Junior,Marketing,East,5956,0,0.25044543,3190,0,2766,0,NA
755,100829,Junior,G&A,East,5133,0,0.31802765,3735,0,1398,0,NA
756,100949,MidLevel,Sales,East,7900,191,0.2501829,6026,182,1874,9,70.830086
757,100950,MidLevel,Sales,East,3985,247,0.15779012,3081,217,904,30,130.7249
758,100951,MidLevel,Marketing,East,7036,0,0.1513163,3664,0,3372,0,NA
759,100952,Junior,Sales,East,4429,232,0.14927118,3055,190,1374,42,140.26707
760,101416,Junior,G&A,East,3014,0,0.14651722,2614,0,400,0,NA
761,101450,Junior,Product Management,Central,8575,3474,0.47333872,6867,2956,1708,518,NA
762,103358,Junior,Marketing,East,17788,0,0.54675508,9172,0,8616,0,NA
763,103359,Junior,R&D,East,4715,0,0.35401201,3873,0,842,0,NA
764,103507,Exec,R&D,Central,4163,3556.4,0.39465809,4121,2396,42,1160.4,NA
765,103508,Junior,Marketing,East,16826,0,0.60842645,10662,0,6164,0,NA
766,105333,Junior,Operations,East,20225,0,0.25237188,9797,0,10428,0,NA
767,105748,Junior,Sales,Central,2007,667,0.24623542,1847,569,160,98,139.98668
768,106431,MidLevel,Sales,East,7258,229,0.18981469,4974,187,2284,42,85.975891
769,108629,Junior,Sales,East,5574,66,0.23229791,4356,57,1218,9,56.906708
770,108657,MidLevel,R&D,East,7352,0,0.39443883,5828,0,1524,0,NA
771,110721,MidLevel,Sales,South,3105,30,0.09153907,1895,23,1210,7,79.394615
772,110722,MidLevel,Sales,South,6287,62,0.129071,2783,52,3504,10,133.716
773,110723,MidLevel,Sales,East,1329,183,0.099096894,1255,174,74,9,131.17834
774,110724,Junior,Sales,East,6917,95,0.22972628,3683,53,3234,42,145.03189
775,110727,MidLevel,Sales,Central,7828,895,0.17499273,4166,781,3662,114,165.03847
776,110728,MidLevel,G&A,East,4478,0,0.31861049,3922,0,556,0,NA
777,110730,Junior,Operations,East,10257,0,0.23559453,5139,0,5118,0,NA
778,110731,Junior,Operations,East,6190,0,0.12463357,4002,0,2188,0,NA
779,110732,Junior,Operations,East,7530,0,0.21757315,4090,0,3440,0,NA
780,110733,Junior,Operations,East,2195,0,0.1186698,995,0,1200,0,NA
781,110734,Junior,Operations,East,9717,0,0.16000722,4161,0,5556,0,NA
782,110735,Junior,Operations,East,93,0,0.004055001,89,0,4,0,NA
783,110737,Junior,Operations,East,12650,0,0.22065316,6548,0,6102,0,NA
784,110738,Junior,Operations,East,1455,0,0.075953528,939,0,516,0,NA
785,110739,Junior,Operations,East,1111,0,0.06109542,867,0,244,0,NA
786,110740,Junior,Operations,East,2538,0,0.096901372,1886,0,652,0,NA
787,110741,Junior,Operations,East,675,0,0.059063856,563,0,112,0,NA
788,110742,Junior,Operations,East,2024,0,0.10898725,1344,0,680,0,NA
789,110743,Junior,Operations,East,1327,0,0.062749565,1019,0,308,0,NA
790,110744,Junior,Operations,East,824,0,0.059947167,686,0,138,0,NA
791,110745,Junior,Operations,East,592,0,0.061197635,546,0,46,0,NA
792,110746,MidLevel,Sales,East,1598,296,0.15882391,1274,272,324,24,141.81767
793,110747,MidLevel,Sales,East,10466,442,0.26823255,6230,400,4236,42,116.90582
794,110748,Junior,Sales,South,4488,703,0.16379966,2450,575,2038,128,87.438133
795,110749,MidLevel,Sales,South,6912,474,0.20805426,3862,444,3050,30,58.499058
796,110750,MidLevel,Sales,South,3436,1112,0.11956085,2152,988,1284,124,139.5619
797,110751,Exec,G&A,Central,4920,872,0.19722064,2544,586,2376,286,NA
798,110753,MidLevel,Sales,Central,2856,603,0.27442002,2008,543,848,60,127.27758
799,110754,MidLevel,Sales,Central,1631,263,0.19965176,1449,233,182,30,82.926437
800,110755,MidLevel,Sales,Central,2114,237,0.23536049,1808,207,306,30,77.112839
801,110756,MidLevel,Sales,Central,7324,494,0.40327871,5338,455,1986,39,116.95264
802,110757,Junior,Sales,Central,7732,887,0.39375925,4130,759,3602,128,188.53262
803,110758,Junior,Sales,Central,2736,1085,0.24697353,2238,951,498,134,93.396744
804,110759,Junior,Sales,Central,6797,432,0.36484864,4423,384,2374,48,124.31628
805,110760,MidLevel,Sales,Central,10010,1198,0.53331083,6500,1046,3510,152,165.32869
806,110761,MidLevel,Sales,Central,1576,1103,0.17087531,1228,963,348,140,70.242775
807,110763,Junior,Sales,Central,7488,343,0.36466542,4246,245,3242,98,92.333336
808,110765,Junior,Sales,Central,5947,596,0.33143044,3819,581,2128,15,98.440987
809,110766,Junior,Sales,Central,1308,204,0.14403073,1078,186,230,18,101.80602
810,110767,Junior,Sales,Central,2341,1129,0.26653796,1565,989,776,140,81.95443
811,110768,Junior,Sales,Central,5056,696,0.34808779,3312,549,1744,147,144.33421
812,110769,Junior,Sales,Central,2693,51,0.23094678,2051,36,642,15,55.592846
813,110770,Junior,Sales,Central,3098,918,0.25485662,3098,787,0,131,84.249161
814,110771,MidLevel,Sales,Central,3687,1175,0.35235041,3687,1038,0,137,124.25429
815,110772,Junior,Sales,Central,1284,1248,0.11120605,866,1099,418,149,142.66095
816,110773,Junior,Sales,Central,20333,1110,0.50643873,7089,943,13244,167,109.83571
817,110774,Junior,Sales,Central,1096,717,0.12258223,918,630,178,87,72.578773
818,110775,Junior,Sales,Central,4812,925,0.34441948,2822,814,1990,111,194.61667
819,110776,Junior,Sales,Central,7660,1259,0.35326549,4072,1094,3588,165,189.09386
820,110777,Junior,Sales,Central,10210,1012,0.4180676,6292,901,3918,111,166.82603
821,110778,Junior,Sales,Central,6619,1213,0.33045202,3387,1039,3232,174,127.29256
822,110779,Junior,Sales,Central,5837,925,0.30936724,3339,837,2498,88,152.78247
823,110780,Junior,Sales,Central,3269,235,0.25388873,2521,200,748,35,70.60537
824,110781,MidLevel,Sales,Central,8089,703,0.36752641,4899,534,3190,169,170.33961
825,110782,MidLevel,Sales,Central,18911,704,0.48842677,11275,538,7636,166,168.78061
826,110783,MidLevel,Sales,Central,9031,921,0.3568373,8123,811,908,110,129.53331
827,110784,Junior,Sales,Central,8561,1096,0.36247128,5791,980,2770,116,197.13463
828,110785,MidLevel,Sales,Central,8109,185,0.33354264,5201,176,2908,9,82.868668
829,110786,MidLevel,Sales,Central,8601,264,0.38125822,5909,246,2692,18,84.091309
830,110787,MidLevel,Sales,Central,4027,520,0.1847821,3097,496,930,24,34.216259
831,110788,Junior,Sales,Central,4677,1209,0.23179361,3685,1080,992,129,175.90945
832,110789,MidLevel,Sales,Central,13925,809,0.36878988,6405,694,7520,115,183.39339
833,110790,MidLevel,Sales,Central,13630,1004,0.38784334,6372,858,7258,146,172.46463
834,110791,Junior,Sales,Central,18754,1203,0.54833138,10848,1044,7906,159,168.82387
835,110792,Junior,Sales,Central,6896,1207,0.34198996,4662,1034,2234,173,151.72969
836,110793,Junior,Sales,Central,10203,1326,0.33661842,5583,1138,4620,188,115.49184
837,110794,MidLevel,Sales,East,3145,259,0.11288168,1627,244,1518,15,96.539864
838,110796,Junior,Sales,East,3726,90,0.064895883,1896,60,1830,30,122.02736
839,110797,Junior,Sales,East,2700,76,0.075932749,1862,52,838,24,108.02684
840,110798,MidLevel,Sales,East,4064,199,0.31644019,3520,184,544,15,143.29025
841,110799,Junior,Sales,East,2268,76,0.052949909,1332,46,936,30,129.3912
842,110800,Junior,Sales,East,6776,92,0.11179892,2926,83,3850,9,92.828438
843,110801,MidLevel,Sales,East,3538,242,0.11693332,2024,212,1514,30,142.12241
844,110803,Junior,Sales,East,332,92,0.047957148,326,50,6,42,92.398766
845,110804,Junior,Sales,East,1871,473,0.13184921,1499,443,372,30,103.92937
846,110806,MidLevel,Sales,East,7527,419,0.18825495,5205,404,2322,15,101.49835
847,110807,Junior,Sales,East,6874,92,0.15956943,3200,50,3674,42,68.142609
848,110809,MidLevel,Sales,East,2244,204,0.072278596,1676,189,568,15,65.941277
849,110810,Junior,Sales,East,4692,62,0.18822373,3090,53,1602,9,78.794739
850,110811,Junior,Sales,East,852,75,0.059671707,730,51,122,24,42.472542
851,110812,Junior,Sales,East,1451,95,0.10955587,1253,71,198,24,87.563644
852,110814,Junior,Sales,East,3885,127,0.13879685,2787,85,1098,42,51.427738
853,110816,Junior,Sales,East,2893,325,0.10518981,1789,283,1104,42,82.629379
854,110817,Junior,Sales,East,2682,305,0.066574462,1646,275,1036,30,79.560623
855,110818,MidLevel,Sales,East,4798,241,0.19379728,3354,226,1444,15,104.9047
856,110819,Junior,Sales,East,2537,380,0.11955963,1475,356,1062,24,190.40457
857,110820,Junior,Sales,East,2774,233,0.12185378,1838,191,936,42,22.395872
858,110821,Junior,Sales,East,2276,68,0.12641157,1448,59,828,9,60.149609
859,110822,Junior,Sales,East,6099,55,0.20932679,3965,46,2134,9,154.44194
860,110823,Junior,Sales,South,1394,164,0.14080176,1158,151,236,13,41.206665
861,110824,MidLevel,Sales,South,2144,39,0.022586878,748,35,1396,4,84.704414
862,110825,MidLevel,Sales,South,369,306,0.017375547,341,297,28,9,61.899334
863,110826,Junior,Sales,East,4343,79,0.24305066,2479,70,1864,9,102.43359
864,110828,Junior,Sales,East,1530,122,0.045955766,1026,92,504,30,97.001625
865,110830,MidLevel,Sales,East,4838,303,0.16623664,3134,273,1704,30,62.704849
866,110831,Junior,Sales,East,13142,76,0.17757769,5712,52,7430,24,163.70598
867,110832,Junior,Sales,South,7976,516,0.097923912,3948,457,4028,59,107.49541
868,110833,MidLevel,Sales,South,960,71,0.033679955,960,67,0,4,86.702873
869,110834,MidLevel,Sales,South,5099,92,0.080321573,2559,86,2540,6,122.57549
870,110835,MidLevel,Sales,South,1943,36,0.035221178,651,32,1292,4,119.37735
871,110837,Junior,Sales,South,3444,128,0.11590307,1414,119,2030,9,96.719452
872,110838,Exec,Operations,Central,9443,1891,0.3876746,7105,1598,2338,293,NA
873,110839,Junior,Operations,Central,787,0,0.082671128,731,0,56,0,NA
874,110840,MidLevel,R&D,West,2761,2629,0.18402003,2647,1910,114,719,NA
875,110841,Junior,R&D,West,5758,730,0.17830139,3904,555,1854,175,NA
876,110842,Junior,R&D,West,9458,1845,0.25235823,6444,1360,3014,485,NA
877,110843,Junior,R&D,West,9856,1754,0.23126276,5850,1200,4006,554,NA
878,110844,MidLevel,R&D,West,15565,3245.4,0.36776757,10351,2504,5214,741.4,NA
879,110845,Junior,R&D,West,990,854,0.070364609,722,722,268,132,NA
880,110846,Junior,R&D,West,3097,722,0.12974067,2605,648,492,74,NA
881,110847,Junior,R&D,West,3815,1089,0.098600298,2909,981,906,108,NA
882,110848,Junior,R&D,West,803,600,0.044774339,783,516,20,84,NA
883,110849,MidLevel,R&D,West,4205,0,0.1402674,3519,0,686,0,NA
884,110850,Junior,R&D,West,2898,371,0.07167279,2324,318,574,53,NA
885,110851,Junior,R&D,West,7018,1945,0.15370728,4784,1719,2234,226,NA
886,110852,Junior,R&D,West,2212,1341,0.089852698,1652,1206,560,135,NA
887,110853,Junior,R&D,West,1782,680,0.077397317,1542,594,240,86,NA
888,110854,Junior,R&D,West,2118,328,0.068918847,1740,288,378,40,NA
889,110855,Junior,R&D,West,1021,670,0.050409023,903,600,118,70,NA
890,110856,Junior,R&D,West,12537,958,0.1687755,5033,841,7504,117,NA
891,110857,Junior,R&D,West,1365,1347,0.061566208,1135,1223,230,124,NA
892,110858,Junior,R&D,West,1199,1125,0.048856195,1083,990,116,135,NA
893,110860,Junior,R&D,West,959,12,0.071761355,787,12,172,0,NA
894,110861,MidLevel,R&D,West,5108,1856,0.19406177,4022,1592,1086,264,NA
895,110862,MidLevel,R&D,West,2693,573,0.069854155,1289,513,1404,60,NA
896,110863,MidLevel,R&D,West,2183,4223,0.17692022,2183,3203,0,1020,NA
897,110864,Junior,R&D,West,2485,375,0.063896962,1423,330,1062,45,NA
898,110865,Junior,R&D,West,789,541,0.060297392,789,519,0,22,NA
899,110866,Junior,R&D,West,1100,827,0.062639773,956,744,144,83,NA
900,110867,Junior,R&D,West,336,797,0.04710938,336,698,0,99,NA
901,110869,Junior,R&D,West,2516,1225,0.075764515,1430,1108,1086,117,NA
902,110870,Junior,G&A,West,2945,43,0.1720109,2009,30,936,13,NA
903,110871,Exec,G&A,West,1512,2128,0.19051877,1496,1650,16,478,NA
904,110872,Junior,Operations,West,1251,1480,0.062089436,1195,1342,56,138,NA
905,110873,MidLevel,Operations,West,1040,1634,0.081614301,938,1370,102,264,NA
906,110874,Junior,Operations,West,1130,1083,0.068713531,998,962,132,121,NA
907,110875,Junior,Operations,West,2877,1317,0.14306149,2367,1052,510,265,NA
908,110876,Junior,Operations,West,1478,1777,0.099150985,1478,1353,0,424,NA
909,110877,Junior,Operations,West,2381,1096,0.080867305,1477,761,904,335,NA
910,110879,Junior,Operations,West,1613,4673,0.081574038,1219,3430,394,1243,NA
911,110880,Junior,Operations,West,3977,2585,0.16231605,2743,2178,1234,407,NA
912,110881,Junior,Operations,West,2023,416,0.11846659,1377,292,646,124,NA
913,110882,Junior,Operations,West,1875,5119,0.15440695,1875,3755,0,1364,NA
914,110883,Junior,Operations,West,11168,2782.4,0.24247056,7290,1798,3878,984.4,NA
915,110884,Junior,Operations,West,5353,0,0.21252733,3787,0,1566,0,NA
916,110885,Junior,Operations,West,2078,141,0.099995531,1650,131,428,10,NA
917,110887,Junior,Operations,West,5025,0,0.22646023,3917,0,1108,0,NA
918,110888,Junior,Operations,West,626,762,0.038275018,502,553,124,209,NA
919,110890,Junior,Operations,West,2237,1767,0.13171458,1717,1277,520,490,NA
920,110891,Junior,Operations,West,1483,4075,0.13589786,1455,2926,28,1149,NA
921,110892,MidLevel,Operations,West,8810,4855,0.47950941,5854,3391,2956,1464,NA
922,110893,Junior,Operations,West,2187,158,0.16898926,2053,149,134,9,NA
923,110894,MidLevel,Operations,West,5937,0,0.20329459,4685,0,1252,0,NA
924,110895,Junior,Operations,West,4973,2016,0.19992346,4635,1933,338,83,NA
925,110896,Junior,Operations,West,3121,3915,0.18669893,2905,3809,216,106,NA
926,110897,Junior,Operations,West,5914,1608,0.19785623,4914,1517,1000,91,NA
927,110898,MidLevel,Operations,West,2323,0,0.1645997,2289,0,34,0,NA
928,110899,MidLevel,Operations,West,14800,2695,0.2881926,12936,2565,1864,130,NA
929,110900,Junior,Operations,West,2492,1506,0.12392576,2178,1362,314,144,NA
930,110902,Junior,Operations,West,2299,3146,0.1384636,2185,2649,114,497,NA
931,110903,Junior,Operations,West,4505,2495,0.25748414,3847,2399,658,96,NA
932,110904,Junior,Operations,West,3877,0,0.17916094,3315,0,562,0,NA
933,110905,Exec,Operations,West,2090,4173,0.20873506,2090,3961,0,212,NA
934,110906,MidLevel,Operations,West,7864,130,0.19851457,4960,128,2904,2,NA
935,110907,MidLevel,Operations,West,2226,1192,0.21156049,2050,751,176,441,NA
936,110908,Junior,Operations,West,341,77,0.042358741,263,63,78,14,NA
937,110909,Junior,Operations,West,13544,997,0.20954049,6376,891,7168,106,NA
938,110910,Junior,Operations,West,1996,140,0.11037514,1674,117,322,23,NA
939,110911,MidLevel,Operations,West,2881,987,0.17830129,2881,902,0,85,NA
940,110912,Junior,Operations,West,5726,1240,0.24194352,4864,1088,862,152,NA
941,110913,Junior,Operations,West,2055,559,0.11481859,1961,494,94,65,NA
942,110914,Junior,Operations,West,5483,774,0.1965735,4505,684,978,90,NA
943,110915,Junior,Operations,West,6513,534,0.18624875,5527,452,986,82,NA
944,110916,Junior,Operations,West,9778,0,0.23746699,5294,0,4484,0,NA
945,110917,Junior,Operations,West,6444,0,0.15632465,5322,0,1122,0,NA
946,110918,MidLevel,Sales,West,1695,81,0.1445976,1641,66,54,15,93.941895
947,110919,Junior,Sales,West,12612,64,0.33824399,10090,49,2522,15,147.56586
948,110920,Junior,Sales,West,3312,867,0.20531927,2594,695,718,172,84.979477
949,110921,Junior,Sales,West,7927,1086,0.24173006,4995,901,2932,185,176.6058
950,110922,Junior,Sales,West,3282,977,0.13472323,2156,818,1126,159,106.77955
951,110923,Junior,Sales,West,3920,571,0.21808822,3142,441,778,130,87.996269
952,110924,Junior,Sales,West,3265,103,0.28111252,2669,61,596,42,100
953,110925,Junior,Operations,West,6127,2535,0.25716302,4223,1842,1904,693,NA
954,110926,Junior,Sales,West,4926,1267,0.18203843,3364,1101,1562,166,150.20651
955,110927,Junior,Sales,West,7545,99,0.21899745,4685,84,2860,15,137.67458
956,110928,Junior,Sales,West,7351,92,0.29091674,4787,77,2564,15,106.60072
957,110929,Junior,Sales,West,5283,1098,0.33840302,3275,860,2008,238,78.477745
958,110930,Junior,Sales,West,2313,1528,0.18225566,2313,1124,0,404,134.22641
959,110931,Junior,Sales,West,1570,130,0.061760008,1270,125,300,5,79.726013
960,110932,Junior,Sales,West,3025,187,0.088177688,2703,160,322,27,69.107727
961,110933,Junior,Sales,West,2758,393,0.1362966,1882,333,876,60,104.07827
962,110934,Junior,Sales,West,5660,1013,0.17316069,3762,851,1898,162,135.87947
963,110935,Junior,Sales,West,2864,156,0.12429707,2162,130,702,26,138.71671
964,110936,Junior,Sales,West,2546,269,0.10261416,1946,254,600,15,27.857828
965,110937,MidLevel,Sales,West,4575,1936,0.34555274,4381,1594,194,342,162.48804
966,110938,Junior,Sales,East,1853,414,0.029418547,1017,405,836,9,73.978691
967,110939,MidLevel,Sales,East,4632,398,0.19935434,2834,368,1798,30,93.100662
968,110940,Exec,R&D,Central,1270,712,0.0786741,1138,595,132,117,NA
969,110941,MidLevel,R&D,Central,6543,1989,0.46985486,4659,1770,1884,219,NA
970,110942,Exec,R&D,Central,5816,3570,0.27378151,4562,2782,1254,788,NA
971,110943,Exec,R&D,Central,3852,4014,0.27730563,3182,3382,670,632,NA
972,110944,Exec,R&D,Central,4036,0,0.26300365,3612,0,424,0,NA
973,110945,MidLevel,R&D,Central,5746,1383,0.17744434,4460,1182,1286,201,NA
974,110946,MidLevel,R&D,Central,4431,1539,0.22367823,2755,1410,1676,129,NA
975,110947,MidLevel,R&D,Central,4825,2784,0.2071068,3573,2518,1252,266,NA
976,110948,Junior,R&D,Central,5039,1920,0.44578233,3911,1698,1128,222,NA
977,110949,Junior,R&D,Central,1876,1967,0.14910731,1496,1664,380,303,NA
978,110950,Junior,R&D,Central,1269,967,0.094706535,1077,869,192,98,NA
979,110951,Junior,R&D,Central,3579,1418,0.22237028,2983,1293,596,125,NA
980,110952,MidLevel,R&D,Central,2803,2472,0.25388575,1937,2227,866,245,NA
981,110953,MidLevel,R&D,Central,1319,2283,0.09329439,1011,2033,308,250,NA
982,110954,MidLevel,R&D,Central,3467,1196,0.13117398,2943,1109,524,87,NA
983,110955,MidLevel,R&D,Central,1621,0,0.057110097,1249,0,372,0,NA
984,110956,Exec,R&D,Central,4426,4830,0.30929515,3144,3960,1282,870,NA
985,110957,Junior,R&D,Central,1762,2582,0.17184426,1364,2199,398,383,NA
986,110958,Junior,R&D,Central,723,1551,0.085713223,639,1375,84,176,NA
987,110959,MidLevel,R&D,Central,4859,1533,0.39587376,3823,1276,1036,257,NA
988,110960,MidLevel,R&D,Central,4808,0,0.29761288,3596,0,1212,0,NA
989,110961,MidLevel,R&D,Central,6757,1552,0.36495453,5237,1389,1520,163,NA
990,110962,MidLevel,R&D,Central,1232,1102,0.093863316,1048,1002,184,100,NA
991,110963,MidLevel,R&D,Central,1082,0,0.11837072,1000,0,82,0,NA
992,110964,MidLevel,R&D,Central,1679,4379,0.11088312,1483,3437,196,942,NA
993,110965,Exec,R&D,Central,2428,5468.4,0.18501288,2160,3741,268,1727.4,NA
994,110966,MidLevel,R&D,Central,2061,1533,0.17989229,1817,1247,244,286,NA
995,110967,MidLevel,R&D,Central,918,2194,0.051312003,618,1619,300,575,NA
996,110968,MidLevel,R&D,Central,3423,1328,0.12721127,2547,1229,876,99,NA
997,110969,MidLevel,R&D,Central,2945,0,0.20456356,2429,0,516,0,NA
998,110970,Junior,R&D,Central,532,821,0.053067639,440,748,92,73,NA
999,110971,Junior,R&D,Central,1126,1593,0.13261072,830,1469,296,124,NA
1000,110972,Junior,R&D,Central,108,83,0.01833877,108,82,0,1,NA
1001,110973,Junior,R&D,Central,2555,1374,0.14849,1887,1187,668,187,NA
1002,110974,MidLevel,R&D,Central,2360,0,0.11240114,1440,0,920,0,NA
1003,110975,MidLevel,R&D,Central,3331,1275,0.10008168,2107,1047,1224,228,NA
1004,110976,MidLevel,R&D,Central,1263,1512,0.084464185,939,1319,324,193,NA
1005,110977,Junior,R&D,Central,702,1460,0.082354255,620,1311,82,149,NA
1006,110978,MidLevel,R&D,Central,3737,1862,0.16334759,2387,1580,1350,282,NA
1007,110979,MidLevel,R&D,Central,3533,3660,0.23044485,3019,2864,514,796,NA
1008,110980,MidLevel,R&D,Central,9346,1784,0.17082641,4116,1461,5230,323,NA
1009,110981,Exec,R&D,Central,3523,4461.4,0.27809384,3513,3157,10,1304.4,NA
1010,110982,Junior,R&D,Central,7616,3650,0.28584206,4848,2962,2768,688,NA
1011,110983,MidLevel,R&D,Central,4055,2721,0.18122625,2973,1959,1082,762,NA
1012,110984,MidLevel,R&D,Central,1361,5535,0.12846425,1361,4335,0,1200,NA
1013,110985,MidLevel,R&D,Central,1379,60,0.10740776,861,46,518,14,NA
1014,110986,MidLevel,R&D,Central,2964,813,0.15659837,2180,746,784,67,NA
1015,110987,MidLevel,R&D,Central,9132,4013,0.36043909,6792,3178,2340,835,NA
1016,110988,Junior,R&D,Central,1303,0,0.075973518,887,0,416,0,NA
1017,110989,Exec,R&D,Central,8030,4475.4,0.40940145,7082,3327,948,1148.4,NA
1018,110990,MidLevel,R&D,Central,2162,931,0.1224542,1814,852,348,79,NA
1019,110991,Junior,R&D,Central,1546,0,0.088898115,834,0,712,0,NA
1020,110992,Junior,R&D,Central,3456,486,0.11760173,2514,452,942,34,NA
1021,110993,Junior,R&D,Central,2156,1294,0.099516943,2156,1146,0,148,NA
1022,110994,Junior,R&D,Central,5335,1536,0.32379982,4485,1364,850,172,NA
1023,110995,MidLevel,R&D,Central,14527.3,3373,0.42122903,11309,2921,3218.3,452,NA
1024,110996,MidLevel,R&D,Central,4844,1611,0.24309623,3822,1438,1022,173,NA
1025,110997,MidLevel,R&D,Central,6156,0,0.1858844,4886,0,1270,0,NA
1026,110998,MidLevel,R&D,Central,3926,717,0.11640617,3054,654,872,63,NA
1027,110999,MidLevel,R&D,Central,2296,614,0.172686,2020,576,276,38,NA
1028,111000,MidLevel,R&D,Central,4763,1734,0.22474173,4001,1532,762,202,NA
1029,111001,MidLevel,R&D,Central,5325,0,0.18194866,4003,0,1322,0,NA
1030,111002,MidLevel,R&D,Central,1409,416,0.078481227,1149,355,260,61,NA
1031,111003,MidLevel,R&D,Central,4010,4634,0.24041043,4010,4034,0,600,NA
1032,111004,MidLevel,R&D,Central,1849,1145,0.1088364,1557,1008,292,137,NA
1033,111005,Junior,R&D,Central,923,1206,0.059140306,767,1060,156,146,NA
1034,111006,MidLevel,R&D,Central,6322,0,0.29087353,4412,0,1910,0,NA
